PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
UCMS_ENT 00062329	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	08 Oct 1975		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062330	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	08 Oct 1975		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062331	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	08 Oct 1975		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062332	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	08 Oct 1975		G. I. Stage	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062333	Andrena	asteris	USA	Rhode Island	Washington	Block Island, Black Rock Rd.	41.15472	-71.59000	03 Oct 2010		F. Leeder	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		in New Shoreham		Netting	Pinned	1	Google Earth		10	34	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	tenuifolia				associated with			NO
UCMS_ENT 00062334	Andrena	asteris	USA	Rhode Island	Washington	Block Island, Black Rock Rd.	41.15472	-71.59000	03 Oct 2010		F. Leeder	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		in New Shoreham		Netting	Pinned	1	Google Earth		10	34	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	tenuifolia				associated with			NO
UCMS_ENT 00062335	Andrena	asteris	USA	Rhode Island	Washington	Block Island, Black Rock Rd.	41.15472	-71.59000	03 Oct 2010		F. Leeder	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		in New Shoreham		Netting	Pinned	1	Google Earth		10	34	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	tenuifolia				associated with			NO
UCMS_ENT 00062337	Andrena	asteris	USA	Rhode Island	Washington	Block Island, Black Rock Rd.	41.15472	-71.59000	03 Oct 2010		F. Leeder	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		in New Shoreham		Netting	Pinned	1	Google Earth		10	34	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	tenuifolia				associated with			NO
UCMS_ENT 00062338	Andrena	asteris	USA	Rhode Island	Washington	Block Island, Black Rock Rd.	41.15472	-71.59000	29 Sep 2010		F. Leeder	Adult Female	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013	Andrena nest site	in New Shoreham		Netting	Pinned	1	Google Earth		10	34	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062339	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago					associated with			NO
UCMS_ENT 00062340	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago					associated with			NO
UCMS_ENT 00062341	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago					associated with			NO
UCMS_ENT 00062342	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062343	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062344	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062345	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	28 Sep 1974		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062346	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		E. G. Rajotte	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062347	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		E. G. Rajotte	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062348	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		S. J. Jasek	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013	Nest site C-A	GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062350	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	08 Oct 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062351	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	08 Oct 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062352	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	08 Oct 1975		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062353	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	02 Oct 2010		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Aster	sp.				associated with			NO
UCMS_ENT 00062354	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	05 Oct 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Aster	sp.				associated with			NO
UCMS_ENT 00062355	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	05 Oct 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Aster	sp.				associated with			NO
UCMS_ENT 00062356	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	05 Oct 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Aster	sp.				associated with			NO
UCMS_ENT 00062357	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	11 Oct 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Aster	sp.				associated with			NO
UCMS_ENT 00062358	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	20 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062359	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	20 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062360	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	20 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062361	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	20 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062363	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	rugosa				associated with			NO
UCMS_ENT 00062364	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	rugosa				associated with			NO
UCMS_ENT 00062365	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	rugosa				associated with			NO
UCMS_ENT 00062366	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	sempervirens				associated with			NO
UCMS_ENT 00062367	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062368	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062369	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062370	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062371	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062372	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062373	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062374	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062376	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062377	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	15 Sep 2009		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00062378	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	28 Aug 2010		G. I. Stage	Adult Male	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	G. I. Stage		Det. confirmed by J. S. Ascher in 2013		GNIS coord.		Netting	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago	rugosa				associated with			NO
